Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Image Src,nombre_zh,descripcion_zh,categoria,categoria_es,Canal,notas
caja-blanca-kit-de-herramientas-met-licas,Caja blanca / kit de herramientas metálicas,"Caja blanca / kit de herramientas metálicas

📦 Características:
• Cuadrado blanco
• Con herramientas metálicas

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6CC10DA0,200.00,10,VB6CC10DA0.jpg,方块工具套装,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 200，请在审核台确认
gel-de-ba-o-body-wash-lavanda-y-t-verde-750ml-relajante,Gel de baño / body wash lavanda y té verde 750ml relajante,"Gel de baño / body wash lavanda y té verde 750ml relajante

📦 Características:
• 750ml
• Aroma de lavanda y té verde
• Efecto relajante

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB6D3791A6,175.00,10,VB6D3791A6.jpg,薰衣草沐浴露,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 175，请在审核台确认
lubricante-spray-para-xido-280ml-anti-corrosi-n,Lubricante / Spray para óxido 280ml anti-corrosión,"Lubricante / Spray para óxido 280ml anti-corrosión

📦 Características:
• 280ML
• Elimina óxido rápidamente
• limpieza
• Antioxidante

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6D6AB00B,110.00,10,VB6D6AB00B.jpg,除锈润滑剂,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 110，请在审核台确认
polvo-antimicrobiano-antif-ngico-30g,Polvo antimicrobiano / antifúngico 30g,"Polvo antimicrobiano / antifúngico 30g

📦 Características:
• 30g
• Antibacterial
• Antifúngico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB6D710C57,145.00,10,VB6D710C57.jpg,抗菌药粉,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 145，请在审核台确认 | 价格经二次OCR修正：145 → RD$ 165
candado-cerradura-50mm-con-llave-met-lico-resistente,Candado / cerradura 50mm con llave metálico resistente,"Candado / cerradura 50mm con llave metálico resistente

📦 Características:
• Tamaño 50mm
• Con llave
• material metálico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6D8DFF73,120.00,10,VB6D8DFF73.jpg,高质量挂锁,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 120，请在审核台确认
aud-fonos-inal-mbricos-headphones-bluetooth-v5-1-hd,Audífonos inalámbricos / headphones Bluetooth V5.1 HD,"Audífonos inalámbricos / headphones Bluetooth V5.1 HD

📦 Características:
• Inalámbrico
• V5.1
• Micrófono HD
• Reducción de ruido
• Estéreo
• Efecto de bajos

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB6DC89DAD,545.00,10,VB6DC89DAD.jpg,无线耳机,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",⚠ 价格疑似识别有误（549.0），已自动修正为 RD$ 5490 | 价格由 AI 从图片识别：RD$ 5490，请在审核台确认 | 价格经二次OCR修正：549 → RD$ 545
pegatinas-3d-calcoman-as-de-pared-dise-o-cartoon-1-set,Pegatinas 3D / calcomanías de pared diseño cartoon (1 set),"Pegatinas 3D / calcomanías de pared diseño cartoon (1 set)

📦 Características:
• un set
• Efecto 3D
• Diseño de caricatura

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB6E2517EE,60.00,10,VB6E2517EE.jpg,Labubu墙贴,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 350，请在审核台确认 | 价格经二次OCR修正：350 → RD$ 310
candado-padlock-50mm-anti-xido-y-resistente-heavy-duty,Candado / padlock 50MM antióxido y resistente heavy-duty,"Candado / padlock 50MM antióxido y resistente heavy-duty

📦 Características:
• 50MM
• Antióxido
• Antirrobo
• Para uso pesado

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6E6493D4,140.00,10,VB6E6493D4.jpg,防盗挂锁,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 140，请在审核台确认
perfume-en-spray-de-larga-duraci-n-fragancia-irresistible,Perfume en spray de larga duración - Fragancia irresistible,"Perfume gris 88ml con tapa dorada, fragancia única y elegante

📦 Características:
• 88ml
• botella gris
• cubierta dorada

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB6E95FA7B,125.00,10,VB6E95FA7B.jpg,香水喷雾,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",
martillo-maceta-de-metal-con-mango-de-madera-y-sacaclavos,Martillo / maceta de metal con mango de madera y sacaclavos,"Martillo / maceta de metal con mango de madera y sacaclavos

📦 Características:
• Mango de madera
• cabeza de martillo metálica
• Con función de sacar clavos

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6EBC64C0,180.00,10,VB6EBC64C0.jpg,木柄锤子,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 180，请在审核台确认
silic-n-transparente-pega-selladora-35g-resistente-al-agua,Silicón transparente / pega selladora 35g resistente al agua,"Silicón transparente / pega selladora 35g resistente al agua

📦 Características:
• 35g
• Transparente
• Resistente a UV
• Impermeable
• Uso interno y externo

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB6EC3E65D,75.00,10,VB6EC3E65D.jpg,硅胶密封胶,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 75，请在审核台确认
cinta-adhesiva-transparente-tape-ancho,Cinta adhesiva transparente / tape ancho,"Cinta adhesiva transparente / tape ancho

📦 Características:
• Transparente
• Ancho amplio

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Papelería y Oficina,文具办公,TRUE,VB6EC4620A,60.00,10,VB6EC4620A.jpg,透明胶带,,文具办公,Papelería y Oficina,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 60，请在审核台确认
pizarra-semanal-planificador-negro-con-cuerda-para-colgar,Pizarra semanal / planificador negro con cuerda para colgar,"Pizarra semanal / planificador negro con cuerda para colgar

📦 Características:
• Negro
• Diseño con cuerda
• planificador semanal

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB6ED392F6,405.00,10,VB6ED392F6.jpg,周计划板,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 405，请在审核台确认
planta-decorativa-artificial-160cm,Planta decorativa artificial 160cm,"Manguera verde plástica 1.5m / 160cm

📦 Características:
• 1.5m
• Verde
• material plástico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB6F3904C8,2350.00,10,VB6F3904C8.jpg,160cm,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",
decoraci-n-letras-madera-4-piezas-blanco-y-negro,Decoración letras madera 4 piezas blanco y negro,"Decoración letras madera 4 piezas blanco y negro

📦 Características:
• Combinación blanco y negro
• Base de madera
• 4 letras

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB6F465893,250.00,10,VB6F465893.jpg,家居字母摆件,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 250，请在审核台确认
limpiador-facial-jab-n-l-quido-con-niacinamida-para-todo-tip,Limpiador facial / jabón líquido con niacinamida para todo tipo de pie,"Limpiador facial / jabón líquido con niacinamida para todo tipo de pie

📦 Características:
• limpieza profunda
• Con niacinamida
• apto para todo tipo de piel

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB6FAAFA5A,240.00,10,VB6FAAFA5A.jpg,亮肤洁面乳,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",⚠ 图片可能拍反，价格从旋转图中识别 | 价格由 AI 从图片识别：RD$ 120，请在审核台确认
cortina-decorativa-guirnalda-de-madera-40cm-negro-y-dorado,Cortina decorativa / guirnalda de madera 40cm negro y dorado,"Cortina decorativa / guirnalda de madera 40cm negro y dorado

📦 Características:
• una cadena
• Cuentas de madera negras y doradas
• Flecos de algodón
• aproximadamente 40cm

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,,,TRUE,VB702B3462,230.00,10,VB702B3462.jpg,木珠装饰串,,,,"Shopify,Facebook Marketplace",
figura-decorativa-abstracta-blanca-cer-mica-2-piezas,Figura decorativa abstracta blanca cerámica 2 piezas,"Figura decorativa abstracta blanca cerámica 2 piezas

📦 Características:
• Blanco
• Material cerámico
• Dos piezas

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB71877F49,485.00,10,VB71877F49.jpg,抽象摆件,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 485，请在审核台确认
cargador-r-pido-20w-usb-c-a-lightning,Cargador rápido 20W USB-C a Lightning,"Cargador rápido 20W USB-C a Lightning

📦 Características:
• 20W
• USB-C a Lightning

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB71C6AE58,295.00,10,VB71C6AE58.jpg,USB充电器,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 295，请在审核台确认
masajeador-personal-1-unidad-vibrador-p-rpura,Masajeador personal 1 unidad / Vibrador púrpura,"Masajeador personal 1 unidad / Vibrador púrpura

📦 Características:
• 1 unidad
• Morado
• Función estimulante

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Artículos para Adultos,情趣用品,TRUE,VB71DEA3C7,180.00,10,VB71DEA3C7.jpg,震动器,,情趣用品,Artículos para Adultos,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 180，请在审核台确认
bocina-inal-mbrica-port-til-speaker-3-pulgadas-luz-azul,Bocina inalámbrica portátil / speaker 3 pulgadas luz azul,"Bocina inalámbrica portátil / speaker 3 pulgadas luz azul

📦 Características:
• 3 pulgadas
• Luz azul
• Portátil

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB71ECE2AE,340.00,10,VB71ECE2AE.jpg,无线音箱,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",⚠ 图片可能拍反，价格从旋转图中识别 | ⚠ 价格疑似识别有误（3.0），已自动修正为 RD$ 30 | 价格由 AI 从图片识别：RD$ 30，请在审核台确认
greca-cafetera-moka-6-tazas-de-aluminio,Greca / cafetera moka 6 tazas de aluminio,"Greca / cafetera moka 6 tazas de aluminio

📦 Características:
• 6 tazas
• hecho de aluminio

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Cocina y Hogar,厨房家居,TRUE,VB72495129,450.00,10,VB72495129.jpg,摩卡咖啡壶,,厨房家居,Cocina y Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 450，请在审核台确认
plato-met-lico-2-compartimientos-plateado,Plato metálico 2 compartimientos plateado,"Plato metálico 2 compartimientos plateado

📦 Características:
• 2 compartimientos
• color plateado
• material metálico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB7254A78D,130.00,10,VB7254A78D.jpg,双格银色碟,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 130，请在审核台确认
incienso-negro-anti-mosquitos-10-unidades-8-horas,Incienso negro anti-mosquitos 10 unidades 8 horas,"Incienso negro anti-mosquitos 10 unidades 8 horas

📦 Características:
• 10 unidades
• Negro
• Efectivo por 8 horas
• Protege contra Zika, dengue y chikungunya

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Otros,其他,TRUE,VB729B05F0,60.00,10,VB729B05F0.jpg,驱蚊黑线香,,其他,Otros,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 60，请在审核台确认
crema-hidratante-con-vitamina-c-cido-hialur-nico-blanqueador,Crema hidratante con Vitamina C / ácido hialurónico / blanqueadora,"Crema hidratante con Vitamina C / ácido hialurónico / blanqueadora

📦 Características:
• Vitamina C
• Ácido hialurónico transparente
• Blanqueador hidratante
• Repara la barrera cutánea

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB72DFD017,240.00,10,VB72DFD017.jpg,维C保湿乳,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 240，请在审核台确认
placa-oculta-para-carro-matr-cula-negra-privacidad,Placa oculta para carro / matrícula negra privacidad,"Placa oculta para carro / matrícula negra privacidad

📦 Características:
• Diseño oculto
• Protección de privacidad
• Negro

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB7338D57C,60.00,10,VB7338D57C.jpg,车牌号码牌,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 50，请在审核台确认
spray-arom-tico-88ml-con-tapa-cobre-y-dise-o-vintage,Spray aromático 88ml con tapa cobre y diseño vintage,"Spray aromático 88ml con tapa cobre y diseño vintage

📦 Características:
• 88ml
• tapa de botella color cobre
• empaque con ilustración retro

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB7399622D,90.00,10,VB7399622D.jpg,香氛喷雾,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",
pesta-as-postizas-3-pares,pestañas postizas 3 pares,"Kit de pestañas postizas con pinza y empaque láser 🔥🇩🇴

📦 Características:
• Incluye herramientas con pinzas
• pestañas postizas en varias filas
• empaque láser

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB74430618,235.00,10,VB74430618.jpg,假睫毛套装,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace","品名由豆包识图生成 conf=0.90，卖点:['含镊子工具', '多排假睫毛', '镭射包装'] | 价格待补（AI 不估价）"
cera-soluble-en-agua-cera-depilatoria-150g-aroma-manzana,Cera soluble en agua / cera depilatoria 150g aroma manzana,"Cera soluble en agua / cera depilatoria 150g aroma manzana

📦 Características:
• 150g
• Sabor a manzana

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB74550D28,120.00,10,VB74550D28.jpg,水溶性蜡,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 120，请在审核台确认
ganchito-decorativo-colgante-1-unidad-madera-p-rpura,Ganchito decorativo colgante 1 unidad madera púrpura,"Ganchito decorativo colgante 1 unidad madera púrpura

📦 Características:
• 1 unidad
• Morado
• De madera
• Con gancho

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB746AB38E,255.00,10,VB746AB38E.jpg,花卉挂钩装饰,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 525，请在审核台确认
mascarilla-de-manos-vitamina-c-niacinamida-hidratante-40g,Mascarilla de manos vitamina C / niacinamida hidratante 40g,"Mascarilla de manos vitamina C / niacinamida hidratante 40g

📦 Características:
• Vitamina C
• niacinamida
• Hidratante
• Reparador
• Ilumina
• 40g

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB746CD1F7,70.00,10,VB746CD1F7.jpg,维C手膜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 70，请在审核台确认
portarretratos-marcos-de-fotos-4x6-coraz-n-rojo-2-unidades,Portarretratos / Marcos de fotos 4x6 corazón rojo 2 unidades,"Portarretratos / Marcos de fotos 4x6 corazón rojo 2 unidades

📦 Características:
• 2 marcos de fotos 4x6
• Rojo
• Marco en forma de corazón

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB749E19AD,225.00,10,VB749E19AD.jpg,心形相框,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 275，请在审核台确认 | 价格经二次OCR修正：275 → RD$ 225
hisopos-para-beb-bastoncillos-100-algod-n-55-unidades,Hisopos para bebé / bastoncillos 100% algodón 55 unidades,"Hisopos para bebé / bastoncillos 100% algodón 55 unidades

📦 Características:
• 55 unidades
• 100% algodón
• Diseño seguro

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Bebés y Maternidad,母婴用品,TRUE,VB74B33CAA,85.00,10,VB74B33CAA.jpg,婴儿棉签,,母婴用品,Bebés y Maternidad,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 85，请在审核台确认
pincel-fino-brocha-para-detalles-con-mango-transparente,Pincel fino / brocha para detalles con mango transparente,"Pincel fino / brocha para detalles con mango transparente

📦 Características:
• Mango transparente
• Punta fina
• apto para pintura detallada

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Papelería y Oficina,文具办公,TRUE,VB74C87A02,100.00,10,VB74C87A02.jpg,细头画笔,,文具办公,Papelería y Oficina,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 100，请在审核台确认
alambre-de-acero-cable-met-lico-1-1mm-x-5m-anti-xido,Alambre de acero / cable metálico 1.1mm x 5m anti óxido,"Alambre de acero / cable metálico 1.1mm x 5m anti óxido

📦 Características:
• Diámetro 1.1mm
• 5 metros
• Antióxido

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Herramientas y Ferretería,工具五金,TRUE,VB74DD63FE,70.00,10,VB74DD63FE.jpg,钢丝线圈,,工具五金,Herramientas y Ferretería,"Shopify,Facebook Marketplace",⚠ 图片可能拍反，价格从旋转图中识别 | 价格由 AI 从图片识别：RD$ 70，请在审核台确认
batidor-manual-pl-stico-verde-mini-mezclador-manual,Batidor manual plástico verde / Mini mezclador manual,"Batidor manual plástico verde / Mini mezclador manual

📦 Características:
• Verde
• plástico
• Manual

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Cocina y Hogar,厨房家居,TRUE,VB7548C931,220.00,10,VB7548C931.jpg,迷你手动搅拌器,,厨房家居,Cocina y Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 220，请在审核台确认
adorno-met-lico-plateado-en-forma-de-rbol,Adorno metálico plateado en forma de árbol,"Adorno metálico plateado en forma de árbol

📦 Características:
• color plateado
• material metálico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB75EE33E9,120.00,10,VB75EE33E9.jpg,银色树形摆件,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 120，请在审核台确认 | 价格经二次OCR修正：120 → RD$ 20
set-de-perfumes-masculinos-ideal-para-regalo,Set de perfumes masculinos ideal para regalo,"Set de fragancia para hombres con perfume, aftershave y gel de baño

📦 Características:
• Incluye gel de baño
• Incluye bálsamo para después de afeitar
• Con perfume ligero
• Capacidad 50ml

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB7617069F,495.00,10,VB7617069F.jpg,男士香氛套装,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",
calabaza-decorativa-de-metal-plateado,Calabaza decorativa de metal plateado,"Calabaza decorativa de metal plateado

📦 Características:
• color plateado
• material metálico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB7633230C,160.00,10,VB7633230C.jpg,金属南瓜摆件,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 160，请在审核台确认
spray-desinfectante-alcohol-al-70-botella-port-til,Spray desinfectante / Alcohol al 70% botella portátil,"Spray desinfectante / Alcohol 99% botella portátil

📦 Características:
• 99%
• desinfección
• botella de spray

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Baño y Sanitarios,浴室卫浴,TRUE,VB767C89AC,70.00,10,VB767C89AC.jpg,酒精喷雾,,浴室卫浴,Baño y Sanitarios,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 100，请在审核台确认
pegamento-para-u-as-goma-transparente-r-pida,Pegamento para uñas / goma transparente rápida,"Pegamento para uñas / goma transparente rápida

📦 Características:
• Botella transparente
• Adhesión rápida
• Para uñas

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB76BFA9B2,95.00,10,VB76BFA9B2.jpg,指甲胶水,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 95，请在审核台确认
bocinas-rgb-parlantes-rgb-en-cubo-1-par-compactas,Bocinas RGB / parlantes RGB en cubo 1 par compactas,"Bocinas RGB / parlantes RGB en cubo 1 par compactas

📦 Características:
• un set
• efecto de luz RGB
• Cubo pequeño

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Electrónicos y Tecnología,电子数码,TRUE,VB76E6F164,495.00,10,VB76E6F164.jpg,RGB音箱,,电子数码,Electrónicos y Tecnología,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 495，请在审核台确认
s-rum-blanqueador-vitamina-c-cido-hialur-nico-antiarrugas,Sérum blanqueador / vitamina C / ácido hialurónico antiarrugas,"Sérum blanqueador / vitamina C / ácido hialurónico antiarrugas

📦 Características:
• Blanqueador
• nutrición profunda
• Antienvejecimiento
• Con glutatión
• Con ácido hialurónico

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB774FFC7B,230.00,10,VB774FFC7B.jpg,维C美白精华,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 230，请在审核台确认
cuadro-decorativo-madera-marco-con-cuerda-30x30-cm,Cuadro decorativo madera / marco con cuerda 30x30 cm,"Cuadro decorativo madera / marco con cuerda 30x30 cm

📦 Características:
• De madera
• Cordón
• Forma cuadrada

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Decoración del Hogar,家居装饰,TRUE,VB77519CD3,210.00,10,VB77519CD3.jpg,木质家居装饰框,,家居装饰,Decoración del Hogar,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 210，请在审核台确认
mascarilla-facial-crema-de-miel-30ml-sin-fragancia-ni-aceite,Mascarilla facial / crema de miel 30ml sin fragancia ni aceites,"Mascarilla facial / crema de miel 30ml sin fragancia ni aceites

📦 Características:
• 30ml
• 15% extracto de propóleo
• Sin fragancias ni aceites esenciales

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB779A83E8,45.00,10,VB779A83E8.jpg,蜂胶面膜,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace",价格由 AI 从图片识别：RD$ 45，请在审核台确认
kit-de-pesta-as-rosado-con-pinzas-y-gu-a,Kit de pestañas rosado con pinzas y guía,"Kit de pestañas rosado con pinzas y guía

📦 Características:
• Color rosado
• Asistencia para pestañas
• Incluye pinzas y clips auxiliares

✨ Estado: Nuevo
🚚 Disponible para entrega o recogida

🛒 VivaBien — Tu tienda de confianza en República Dominicana",VivaBien,Belleza y Cuidado Personal,美容个护,TRUE,VB77AFF133,80.00,10,VB77AFF133.jpg,美睫工具套装,,美容个护,Belleza y Cuidado Personal,"Shopify,Facebook Marketplace","品名由豆包识图生成 conf=0.80，卖点:['颜色粉色', '美睫辅助', '含镊子、辅助夹']"
